Raw EEG + SVM,70.52691394777507%, 13/19,RH,[0],nu=0.7
Raw EEG + SVM,68.0793513802607%, 14/19,RH,[1],nu=0.7
Raw EEG + SVM,64.58588645848347%, 13/19,RH,[2],nu=0.7
Raw EEG + SVM,60.42778212750671%, 12/19,RH,[3],nu=0.7
Raw EEG + SVM,61.2085582398378%, 12/19,RH,[4],nu=0.7
Raw EEG + SVM,51.22269879261056%, 10/19,RH,[5],nu=0.7
Raw EEG + SVM,61.71760813254329%, 14/19,RH,[6],nu=0.7
Raw EEG + SVM,47.78797849820119%, 8/19,RH,[7],nu=0.7
Raw EEG + SVM,56.6010052670601%, 11/19,RH,[8],nu=0.7
Raw EEG + SVM,66.17612833931672%, 13/19,RH,[9],nu=0.7
Raw EEG + SVM,66.50014390336028%, 13/19,RH,[10],nu=0.7
Raw EEG + SVM,63.56848345167386%, 12/19,RH,[11],nu=0.7
Raw EEG + SVM,62.71952008181736%, 13/19,RH,[12],nu=0.7
Raw EEG + SVM,66.68177086338189%, 14/19,RH,[13],nu=0.7
Raw EEG + SVM,58.39677124415903%, 11/19,RH,[14],nu=0.7
Raw EEG + SVM,69.19911599426555%, 13/19,RH,[15],nu=0.7
Raw EEG + SVM,46.25690084810377%, 6/19,RH,[16],nu=0.7
Raw EEG + SVM,62.680140315533414%, 12/19,RH,[17],nu=0.7
Raw EEG + SVM,62.39001167857866%, 12/19,RH,[18],nu=0.7
Raw EEG + SVM,61.27530684509212%, 13/19,RH,[19],nu=0.7
Raw EEG + SVM,49.95373698737912%, 9/19,RH,[20],nu=0.7
Raw EEG + SVM,48.31338998132907%, 10/19,RH,[21],nu=0.7
Raw EEG + SVM,52.84670978824059%, 11/19,RH,[22],nu=0.7
Raw EEG + SVM,54.25379412614885%, 8/19,RH,[23],nu=0.7
Raw EEG + SVM,55.82306971902358%, 10/19,RH,[24],nu=0.7
Raw EEG + SVM,66.54548141574436%, 13/19,RH,[25],nu=0.7
Raw EEG + SVM,77.60611549428369%, 16/19,RH,[26],nu=0.7
Raw EEG + SVM,56.95898828220184%, 10/19,RH,[27],nu=0.7
Raw EEG + SVM,59.24590750421515%, 11/19,RH,[28],nu=0.7
Raw EEG + SVM,58.16894915001265%, 10/19,RH,[29],nu=0.7
Raw EEG + SVM,61.38351793117236%, 12/19,RH,[30],nu=0.7
Raw EEG + SVM,60.31298096887077%, 14/19,RH,[31],nu=0.7
Raw EEG + SVM,55.57066623850939%, 11/19,RH,[32],nu=0.7
Raw EEG + SVM,64.9546409406344%, 13/19,RH,[33],nu=0.7
Raw EEG + SVM,49.09555086239635%, 8/19,RH,[34],nu=0.7
Raw EEG + SVM,67.40708911695877%, 14/19,RH,[35],nu=0.7
Raw EEG + SVM,59.91465095266765%, 12/19,RH,[36],nu=0.7
Raw EEG + SVM,53.09102155903614%, 10/19,RH,[37],nu=0.7
Raw EEG + SVM,54.187173038270856%, 11/19,RH,[38],nu=0.7
Raw EEG + SVM,53.14901715281878%, 10/19,RH,[39],nu=0.7
Raw EEG + SVM,56.86251159376058%, 11/19,RH,[40],nu=0.7
Raw EEG + SVM,60.88214393832448%, 9/19,RH,[41],nu=0.7
Raw EEG + SVM,64.77429137858385%, 11/19,RH,[42],nu=0.7
Raw EEG + SVM,65.9992163776456%, 13/19,RH,[43],nu=0.7
Raw EEG + SVM,69.09762730080902%, 12/19,RH,[44],nu=0.7
Raw EEG + SVM,65.99318963554983%, 14/19,RH,[45],nu=0.7
Raw EEG + SVM,65.47324689962394%, 13/19,RH,[46],nu=0.7
Raw EEG + SVM,56.824015448841294%, 12/19,RH,[47],nu=0.7
Raw EEG + SVM,58.26773728294838%, 12/19,RH,[48],nu=0.7
Raw EEG + SVM,60.73801288044252%, 13/19,RH,[49],nu=0.7
Raw EEG + SVM,58.75649637232732%, 12/19,RH,[50],nu=0.7
Raw EEG + SVM,56.49898838128466%, 12/19,RH,[51],nu=0.7
Raw EEG + SVM,64.27842348269678%, 14/19,RH,[52],nu=0.7
Raw EEG + SVM,58.98587593086756%, 11/19,RH,[53],nu=0.7
Raw EEG + SVM,53.31890913641961%, 11/19,RH,[54],nu=0.7
Raw EEG + SVM,65.31475005580961%, 14/19,RH,[55],nu=0.7
Raw EEG + SVM,68.26825597490333%, 12/19,RH,[56],nu=0.7
Raw EEG + SVM,58.90087256561538%, 11/19,RH,[57],nu=0.7
Raw EEG + SVM,60.25984211030114%, 11/19,RH,[58],nu=0.7
Raw EEG + SVM,61.59447327879827%, 12/19,RH,[59],nu=0.7
